Peak Frequency: 0.00 Hz, Note: E, Octave: -178956970, at 9/30/2024 12:10:54 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:30 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:31 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:32 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:33 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:34 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:35 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:36 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:37 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:38 PM
